OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
27579,1977,CA,USF,SRF, ,0,1977/08/07 00:00:00+00,1977/08/07 00:00:00+00,1,,5,4.97887993,8,1,52,35380.21114,667.6341927
27580,1977,CA,USF,SRF, ,0,1977/08/10 00:00:00+00,1977/08/10 00:00:00+00,1,,5,4.97885132,8,1,63,35623.21894,669.9230316
27581,1977,CA,USF,SRF, ,0,1977/08/10 00:00:00+00,1977/08/11 00:00:00+00,1,,5,4.97872257,8,1,64,35590.45233,669.6149797
27582,1977,CA,USF,KNF,BURNS,0,1977/04/21 00:00:00+00,,5,,,6.92077541,,1,6,50049.69082,1006.443908
27583,1979,CA,CDF,RRU, ,0,,,14,,,333.4513245,,1,0,1949737.818,6430.688763
27584,1979,CA,CDF,RRU, ,0,,,14,,,132.4437408,,1,0,781563.3929,4043.06419
27585,1979,CA,CDF,RRU, ,0,,,14,,,167.8618622,,1,0,991493.8786,4427.109312
27586,1979,CA,CDF,RRU, ,0,,,14,,,227.5908966,,1,0,1338056.943,5897.770555
27587,1979,CA,CDF,RRU, ,0,,,14,,,171.1065521,,1,0,1000136.925,4383.716636
27588,1979,CA,CDF,RRU, ,0,,,14,,,193.4267731,,1,0,1139027.733,4637.677535
27589,1979,CA,CDF,RRU, ,0,,,14,,,208.8235779,,1,0,1231382.284,5052.294015
27590,1979,CA,CDF,RRU, ,0,,,14,,,212.7691193,,1,1534,1250470.392,5956.070778
27591,1979,CA,CDF,RRU, ,0,,,14,,,229.80513,,1,0,1339452.497,6747.469866
27592,1979,CA,CDF,RRU, ,0,,,14,,,235.0448303,,1,0,1384021.014,6349.396327
27593,1980,CA,USF,TOI, ,0,1980/08/06 00:00:00+00,1980/08/06 00:00:00+00,3,,,34.72859192,,1,64,236345.4971,1878.180501
27594,1984,CA,USF,TNF,GREEN GULCH,0,1984/07/05 00:00:00+00,1984/07/05 00:00:00+00,14,,,787.9639893,,1,93200000,5383636.322,8980.390318
27595,1987,CA,USF,TNF,PALMER,0,1987/08/29 00:00:00+00,1987/09/08 00:00:00+00,1, ,1612,1971.536621,8,1,176,13397923.07,16966.75795
27596,1987,CA,USF,TNF,BIG,0,1987/08/31 00:00:00+00,1987/09/06 00:00:00+00,1, ,1035,894.5693359,8,1,207,6009581.744,15351.13043
27597,1988,CA,USF,TOI, ,0,1988/08/28 00:00:00+00,1988/08/28 00:00:00+00,1,,,112.0196762,,1,123,761827.2866,4219.824266
27598,1990,CA,USF,TOI, ,0,1990/08/03 00:00:00+00,1990/08/03 00:00:00+00,1,,,1562.450928,,1,99,10689831.69,15678.84829
27599,1992,CA,USF,TOI, ,0,1992/07/04 00:00:00+00,1992/07/04 00:00:00+00,9,,,18.68591309,,1,63,126881.3801,1547.892176
27600,1995,CA,USF,TNF,HELESTER,0,1995/08/11 00:00:00+00,1995/08/16 00:00:00+00,2, ,624,627.3761597,,1,22,4234583.383,8327.982409
27601,1997,CA,USF,TNF,MAYBERT,0,1997/05/21 00:00:00+00,1997/05/23 00:00:00+00,5, ,470,470.6738281,,1,8,3190557.442,7294.807457
27602,1994,CA,CCO,LAC,LATIGO FIRE,941773,1994/12/08 00:00:00+00,,14,,,63.10948563,,1,21,372814.2548,3363.079068
27603,1923,CA,USF,LPF, ,0,,,9,,,1415.107788,,1,38,8544751.645,14206.54062
27604,1923,CA,USF,LPF, ,0,,,9,,,9296.201172,,1,6,56037387.57,45973.62222
27605,1924,CA,USF,LPF, ,0,,,14,,,5578.797363,,1,997,33648014.71,25548.79647
27606,1927,CA,USF,LPF, ,0,,,14,,,159.091507,,1,201,960064.192,3866.21176
27607,1921,CA,USF,LPF, ,0,,,9,,,646.2865601,,1,50,3898734.507,8319.748943
27608,1921,CA,USF,LPF, ,0,,,14,,,247.5859833,,1,999,1493798.185,5427.694167
27609,1988,CA,USF,LPF, ,0,,,9,,,592.0198364,,1,20,3571338.578,8395.812708
27610,1919,CA,USF,LPF, ,0,,,9,,,2043.467163,,1,10,12322144.01,13452.81201
27611,1914,CA,USF,LPF, ,0,,,14,,,2547.206299,,1,80,15352827.19,14641.31842
27612,1915,CA,USF,LPF, ,0,,,14,,,203.5567627,,1,207,1227558.884,5070.030221
27613,1914,CA,USF,LPF, ,0,,,14,,,127.0478058,,1,205,765852.5431,3312.864276
27614,1915,CA,USF,LPF, ,0,,,9,,,661.0145874,,1,5,3984389.59,8925.440316
27615,1914,CA,USF,LPF, ,0,,,14,,,81.61017609,,1,79,491826.2661,2625.569968
27616,1921,CA,USF,LPF, ,0,,,9,,,5549.76123,,1,20,33428032.18,25134.28049
27617,1915,CA,USF,LPF, ,0,,,14,,,159.5726013,,1,209,960822.9942,3633.711622
27618,1920,CA,USF,LPF, ,0,,,14,,,671.4453735,,1,201,4041679.796,7518.272792
27619,1917,CA,USF,LPF, ,0,,,14,,,1801.563843,,1,201,10838455.33,12513.707
27620,1915,CA,USF,LPF, ,0,,,14,,,45.25004578,,1,210,272239.4943,2010.413233
27621,1915,CA,USF,LPF, ,0,,,14,,,374.8027954,,1,211,2254368.428,6124.591495
27622,1923,CA,USF,LPF, ,0,,,14,,,181.1253357,,1,205,1089546.085,4300.327435
27623,1996,CA,BLM,NOD,TRINITY,0,1996/08/31 00:00:00+00,1996/09/01 00:00:00+00,7,,40,76.12572479,8,1,0000D699,536752.2612,2832.700322
27624,1996,CA,BLM,BBD,WIND GAP,0,1996/05/12 00:00:00+00,1996/05/12 00:00:00+00,11,,245,193.3490295,8,1,0000D058,1169022.252,7336.063664
27625,1996,CA,BLM,BBD,SKYLINE,0,1996/04/27 00:00:00+00,1996/04/27 00:00:00+00,11,,19839,20567.91406,8,1,0000D072,127436077.4,59105.20504
27626,1996,CA,BLM,BBD,PANOCHE II,0,1996/04/27 00:00:00+00,1996/04/28 00:00:00+00,11,,18340,7931.95459,8,1,0000D073,49880114.35,40864.98414
27627,1996,CA,BLM,BBD,HWY 41,0,1996/05/01 00:00:00+00,1996/05/01 00:00:00+00,7,,3100,3198.413574,8,1,0000D075,19776173.58,20587.87993
27628,1999,CA,USF,MDF,BSFMU STEELE,0,1999/09/16 00:00:00+00,1999/09/16 00:00:00+00,9,,29,7.9131031,8,1,79,57823.22146,1626.880938
27629,1959,CA,CDF,HUU,GARY-LINN,0,1959/08/23 00:00:00+00,,14,,,952.4780884,,1,150,6651381.262,13599.52878
27630,1959,CA,CDF,MEU,H. HOYER,0,1959/08/24 00:00:00+00,,14,,,789.5454712,,1,207,5430347.192,11009.28768
27631,1959,CA,CDF,HUU,HAMPTON,0,1959/08/11 00:00:00+00,,14,,,684.3114624,,1,132,4751006.154,9226.857908
27632,1959,CA,CDF,HUU,HAROLD LAWRENCE,0,1959/08/14 00:00:00+00,,14,,,234.0920715,,1,138,1621067.2,5480.013388
27633,1959,CA,CDF,SNU,HOLLOW TREE,0,1959/06/23 00:00:00+00,,14,,,2051.294678,,1,96,13636700.83,22838.55556
27634,1959,CA,CDF,HUU,HOOPER,0,1959/10/30 00:00:00+00,,14,,,1352.442139,,1,192,9409983.59,14183.40809
27635,1959,CA,CDF,TCU,HWY 4 #2,0,1959/08/15 00:00:00+00,,14,,,1013.802734,,1,139,6604598.309,12690.99019
27636,1959,CA,CDF,MEU,INDIAN LAND #4,0,1959/07/21 00:00:00+00,,14,,,3937.136719,,1,122,27052864.56,23837.65364
27637,1959,CA,CDF,HUU,JOE RUSS,0,1959/11/26 00:00:00+00,,14,,,484.8966065,,1,208,3427060.178,10275.84198
27638,1979,CA,CDF,MVU,HAUSER,0,1979/07/10 00:00:00+00,,14,,,710.2342529,,1,32,4069311.755,10767.09075
27639,1979,CA,USF,CNF,GROVE,0,1979/10/29 00:00:00+00,1979/10/30 00:00:00+00,14,,100,99.74868774,8,1,121,586342.0557,3198.988039
27640,1979,CA,USF,CNF,WILDOMAR,0,1979/06/15 00:00:00+00,1979/06/16 00:00:00+00,14,,150,101.0606842,8,1,29,591044.7533,3033.207667
27641,2002,CA,USF,ENF,ELLIS 2,0,2002/11/15 00:00:00+00,2002/11/25 00:00:00+00,5,,225,112.5387116,6,1,93,744740.9346,8734.127111
27642,2002,CA,USF,ENF,BEAR 2,0,2002/11/24 00:00:00+00,2002/11/25 00:00:00+00,5,,48,48.8170929,2,1,99,323185.0632,3578.721168
27643,2002,CA,USF,BDF,COLD,0,2002/10/13 00:00:00+00,2002/10/20 00:00:00+00,9,,10,11.18711853,8,1,156,66373.27671,1077.403135
27644,2002,CA,USF,BDF,HARRISON,0,2002/10/24 00:00:00+00,2002/10/25 00:00:00+00,3,,40,32.83269882,8,1,160,194494.1891,1857.231908
27645,2002,CA,USF,PNF,FERRIS,0,2002/06/26 00:00:00+00,2002/06/27 00:00:00+00,2,,17.5,9.28774357,8,1,34,64274.8593,975.7169613
27646,2002,CA,USF,PNF,POPLAR,0,2002/07/30 00:00:00+00,2002/07/31 00:00:00+00,2,,63,47.84096146,8,1,87,328718.4107,2726.781911
27647,2002,CA,USF,ANF,PADUA,0,2002/04/21 00:00:00+00,2002/04/21 00:00:00+00,8,,10,12.51119137,6,1,35,74111.01793,1615.754166
27648,2003,CA,USF,SHF,THIMBLEBERRY,0,2003/09/05 00:00:00+00,2003/09/06 00:00:00+00,1,,30,29.57423019,8,1,160,212375.5807,2174.754093
27649,2003,CA,USF,SHF,GIRARD,0,2003/07/23 00:00:00+00,2003/07/25 00:00:00+00,1,,12,11.64283371,8,1,44,83138.38872,1384.726137
27650,2003,CA,USF,SHF,GREEN,0,2003/09/05 00:00:00+00,2003/09/08 00:00:00+00,1,,13,13.50681782,8,1,155,96054.25821,1434.34231
27651,2003,CA,USF,SHF,POLLARD,0,2003/07/06 00:00:00+00,2003/07/10 00:00:00+00,9,,30,40.6874733,8,1,38,289322.7742,3858.602334
27652,2003,CA,USF,INF,SAGEHEN,0,2003/06/18 00:00:00+00,2003/06/23 00:00:00+00,1,,1173,1174.033813,8,1,10,7667069.713,22483.75569
27653,1996,CA,CDF,AEU,SCOTT,2866,1996/08/02 00:00:00+00,,7,,,8827.958008,,1,345,58510826.59,45363.87699
27654,1996,CA,CDF,BTU,HWY 162,9589,1996/10/16 00:00:00+00,,5,,,438.8996887,,1,11028,2982710.411,9181.522866
27655,1996,CA,CDF,BTU,PALERMO,9714,1996/10/20 00:00:00+00,,9,,,1514.620728,,1,707,10265642.24,17009.43568
27656,1996,CA,CDF,SCU,DEL VALLE,1410,1996/06/08 00:00:00+00,,2,,,1088.032227,,1,107,7021363.246,11692.10261
27657,1996,CA,CDF,SCU,MINES ROAD,2024,1996/07/20 00:00:00+00,,2,,,174.0512695,,1,220,1120308.227,6123.734932
27658,1928,CA,USF,MDF,BLUE MT. 3,0,1928/07/27 00:00:00+00,,14,,,247.996582,,1,59,1809929.545,8211.583615
27659,1928,CA,USF,MDF,BLUE MT. 3,0,1928/07/27 00:00:00+00,,1,,,241.7515259,,1,59,1764000.834,5933.276194
27660,1928,CA,USF,MDF,MOWITZ,0,1928/05/26 00:00:00+00,,1,,,25.57201004,,1,4,185682.4516,2248.699428
27661,1928,CA,USF,MDF,MCCLELLAN,0,1928/07/26 00:00:00+00,,1,,,25.56958008,,1,47,185392.9329,2311.527806
27662,1928,CA,USF,MDF,CRUISER,0,1928/07/27 00:00:00+00,,1,,,77.07341766,,1,49,558653.8695,3153.528819
27663,1928,CA,USF,MDF,DEER HILL,0,1928/08/26 00:00:00+00,,1,,,31.06859589,,1,91,225129.3368,2434.883577
27664,1928,CA,USF,MDF,TICKNER RD.,0,1928/07/15 00:00:00+00,,9,,,181.3769989,,1,31,1312911.502,7192.620771
27665,1928,CA,USF,MDF,EAST CR.,0,1928/09/06 00:00:00+00,,9,,,62.74681091,,1,100,449174.6741,2653.934178
27666,1928,CA,USF,SRF,BALD HILLS,0,1928/10/01 00:00:00+00,,1,,,3.48487115,,1,142,25359.8684,565.2391439
27667,1928,CA,USF,SRF,STONE CORRAL,0,1928/08/31 00:00:00+00,,3,,,4.97819233,,1,155,36429.02634,677.457552
27668,1928,CA,USF,SRF,BIG BAR #3,0,1928/08/02 00:00:00+00,,5,,,4.97871447,,1,200200,35685.80176,670.5112959
27669,1928,CA,USF,SRF,BEE LAKE #3,0,1928/08/16 00:00:00+00,,5,,,8.96157265,,1,200206,64298.63497,900.0338607
27670,1928,CA,USF,SRF,BEE LAKE #2,0,1928/08/16 00:00:00+00,,5,,,2.98712945,,1,200207,21432.12609,519.6262328
27671,1928,CA,USF,SRF,BEE LAKE #1,0,1928/08/16 00:00:00+00,,5,,,4.9786272,,1,200208,35720.07397,670.8344019
27672,1928,CA,USF,SRF,DANCE GROUND #5,0,1928/08/22 00:00:00+00,,5,,,7.96587086,,1,200213,57011.03085,847.4959978
27673,1928,CA,USF,SRF,RATTLE SNAKE RIDGE 2,0,1928/10/01 00:00:00+00,,5,,,3.4852767,,1,200223,24979.43431,560.9829543
27674,1929,CA,CCO,LAC,FISH CYN,0,1929/10/22 00:00:00+00,,14,,,186.8017883,,1,0,1108289.449,3988.676005
27675,1929,CA,CCO,LAC,GLENDORA HILL NO. 85,0,1929/08/04 00:00:00+00,,14,,,345.924469,,1,0,2047823.707,10285.72249
27676,1929,CA,USF,MNF,GARRETT MTN,0,,,9,,,1114.667725,,1,32,7548268.941,13338.05273
27677,1929,CA,USF,SQF, ,0,,,9,,,55.16182327,,1,24,348760.8751,2308.538377
27678,1929,CA,USF,SQF, ,0,,,9,,,43.74644089,,1,29,276617.5251,2109.266343
27679,1929,CA,USF,SQF, ,0,,,9,,,33.8735199,,1,50,214064.6128,1752.881335
27680,1929,CA,USF,SQF, ,0,,,1,,,17.67844582,,1,4,110183.7096,1395.177605
27681,1929,CA,USF,SQF, ,0,,,1,,,65.27269745,,1,14,402103.1732,2645.03541
27682,1929,CA,USF,SQF, ,0,,,9,,,1460.541382,,1,51,8943952.937,14146.90127
27683,1929,CA,USF,SRF,BLUE CREEK #3,0,1929/11/24 00:00:00+00,,5,,,6705.641113,,1,200282,48380330.5,38662.07666
27684,1929,CA,USF,SRF,HOPKINS RIDGE #10,0,1929/08/24 00:00:00+00,,5,,,1655.676758,,1,200249,11876705.92,15415.4236
27685,1929,CA,USF,SRF,CAMP CREEK,0,1929/08/22 00:00:00+00,,5,,,84.49425507,,1,200239,606672.8915,3494.247726
27686,1929,CA,USF,SRF,BIG ROCK,0,1929/11/14 00:00:00+00,,5,,,147.0775452,,1,200278,1052823.16,3828.327408
27687,1929,CA,USF,SRF,HOPKINS CREEK,0,1929/11/18 00:00:00+00,,5,,,3461.510742,,1,200281,24786019.09,25223.60098
27688,1929,CA,USF,SRF,MC HALE GULCH #2,0,1929/08/19 00:00:00+00,,5,,,138.206131,,1,200236,990133.0374,4013.301825
27689,1929,CA,USF,SRF,BOISE CREEK #1,0,1929/08/21 00:00:00+00,,5,,,304.5523377,,1,200238,2183270.151,6312.621001
27690,1929,CA,USF,SRF,SCHNABLE,0,1929/11/15 00:00:00+00,,5,,,156.7138214,,1,200260,1121515.087,4148.459949
27691,1929,CA,USF,SRF,S.F. RED CAP #1,0,1929/08/26 00:00:00+00,,5,,,113.1925507,,1,200261,809896.7842,3840.922477
27692,1929,CA,USF,KNF,BEAR CREEK RIDGE,0,1929/05/10 00:00:00+00,,7,,,14.21178818,,1,6,104090.1871,1856.559277
27693,1929,CA,USF,KNF, ,0,,,14,,,88.17086029,,1,0,637109.2309,3443.349498
27694,1929,CA,USF,KNF, ,0,,,14,,,943.741272,,1,0,6817150.166,11002.32713
27695,1929,CA,USF,KNF, ,0,,,14,,,580.8569336,,1,0,4196283.193,8399.087
27696,1929,CA,USF,KNF, ,0,,,14,,,127.5940552,,1,0,921532.7442,4099.960939
27697,1929,CA,USF,KNF, ,0,,,14,,,50.4281044,,1,0,364172.8675,2905.018625
27698,1929,CA,USF,KNF, ,0,,,14,,,936.0706177,,1,0,6758570.263,11715.64295
27699,1929,CA,USF,MNF,RED BANK,0,,,4,,,7033.888184,,1,4,48681232.02,38861.08053
27700,1930,CA,USF,BDF, ,0,,,14,,,243.0729065,,1,0,1431497.925,6768.02337
27701,1930,CA,CDF,RRU, ,0,,,14,,,49.55142593,,1,0,290742.3512,2528.435044
27702,1930,CA,CCO,LAC,LEE NO. 160,0,1930/11/19 00:00:00+00,,14,,,76.15789032,,1,0,454108.2556,4177.387073
27703,1930,CA,CCO,LAC,POTRERO NO. 42,0,,,14,,,8783.47168,,1,0,51934592.96,62843.6801
27704,1930,CA,CCO,LAC,TOWER NO. 88,0,1930/08/04 00:00:00+00,,14,,,231.6867523,,1,0,1381950.348,7325.822871
27705,1930,CA,CCO,LAC, ,0,1930/07/09 00:00:00+00,,14,,,242.5962067,,1,0,1431248.599,7866.550763
27706,1930,CA,USF,LPF, ,0,,,9,,,720.6326294,,1,4,4336288.501,7826.395862
27707,1930,CA,USF,LPF, ,0,,,14,,,233.4939575,,1,999,1426977.457,4651.71325
27708,1930,CA,USF,LPF, ,0,,,14,,,578.8851318,,1,202,3529439.92,8732.681587
27709,1930,CA,USF,LPF, ,0,,,9,,,222.4467163,,1,7,1356172.222,5641.496528
27710,1930,CA,USF,LPF, ,0,,,14,,,215.5976105,,1,203,1314079.736,4395.881895
27711,1930,CA,USF,LPF, ,0,,,9,,,130.4878998,,1,12,805686.2088,3290.886048
27712,1930,CA,USF,LPF, ,0,,,9,,,168.2913208,,1,13,1038525.591,4421.037472
27713,1930,CA,USF,LPF, ,0,,,14,,,440.098877,,1,200,2727688.451,7505.854164
27714,1930,CA,USF,SHF, ,0,,,9,,,65.55277252,,1,10,457950.6538,3166.230867
27715,1930,CA,USF,SHF, ,0,,,9,,,202.9582825,,1,69,1416771.596,5479.675602
27716,1930,CA,USF,SHF, ,0,,,9,,,849.5499268,,1,568,6018941.984,12854.76054
27717,1930,CA,USF,SHF, ,0,,,9,,,458.9489746,,1,567,3252892.309,8318.470019
27718,1930,CA,USF,SHF, ,0,,,9,,,235.1516724,,1,123,1630329.661,5158.126634
27719,1930,CA,USF,SHF, ,0,,,9,,,119.4438477,,1,122,827967.457,4475.261039
27720,1930,CA,USF,SHF, ,0,,,9,,,360.6450195,,1,121,2493094.089,8658.263539
27721,1930,CA,USF,SHF, ,0,,,9,,,60.52514267,,1,105,421793.8273,3326.814358
27722,1930,CA,USF,PNF, ,0,,,14,,,155.4265289,,1,1,1082795.84,5006.124018
27723,1930,CA,USF,PNF, ,0,,,14,,,182.3063355,,1,2,1266433.383,4583.080092
27724,1930,CA,USF,PNF, ,0,,,14,,,573.1594238,,1,3,3978802.017,8597.119407
27725,1930,CA,USF,PNF, ,0,,,14,,,1008.345093,,1,4,6966145.774,16409.45077
27726,1930,CA,USF,PNF, ,0,,,14,,,481.9334106,,1,5,3316057.197,9356.085538
27727,1930,CA,USF,PNF, ,0,,,14,,,395.8168335,,1,6,2711328.563,9852.362884
27728,1930,CA,USF,PNF, ,0,,,14,,,156.7903137,,1,9,1067458.578,4246.847205
27729,1930,CA,USF,PNF, ,0,,,14,,,231.036087,,1,7,1582376.387,5134.907452
27730,1930,CA,USF,PNF, ,0,,,14,,,182.7636108,,1,8,1251450.653,4708.327023
27731,1930,CA,USF,SNF, ,0,,,14,,,1497.814331,,1,1,9678612.424,21934.57038
27732,1930,CA,USF,SRF,WILCOX RIDGE #1,0,1930/08/13 00:00:00+00,,1,,,69.20884705,,1,400651,481350.9749,2462.57429
27733,1930,CA,USF,SRF,FARLEY CREEK,0,1930/08/14 00:00:00+00,,1,,,21.50961113,,1,400652,150015.1848,1374.757285
27734,1930,CA,USF,SRF,LUNDERVILLE,0,1930/10/05 00:00:00+00,,9,,,2.98734617,,1,400662,20711.54914,510.8163567
27735,1930,CA,USF,SRF,DOUBLE GATE #1,0,1930/10/09 00:00:00+00,,5,,,2.98736095,,1,400663,20734.22915,511.0959011
27736,1930,CA,USF,SRF,DOUBLE GATE #2,0,1930/10/09 00:00:00+00,,5,,,2.98733497,,1,400664,20735.36091,511.1098569
27737,1931,CA,USF,SNF, ,0,,,14,,,2978.229492,,1,2,19058861.79,19714.39557
27738,1931,CA,USF,SNF, ,0,,,14,,,640.8698731,,1,3,4097695.832,8248.358231
27739,1931,CA,USF,SQF, ,0,,,9,,,6096.837891,,1,22,38569936.31,31298.34965
27740,1931,CA,USF,SQF, ,0,,,1,,,98.71689606,,1,35,624036.6795,3425.293333
27741,1931,CA,USF,SQF, ,0,,,9,,,11.54431725,,1,40,72794.97165,1126.659553
27742,1931,CA,USF,SQF, ,0,,,9,,,631.6408081,,1,29,3979667.711,11566.09645
27743,1931,CA,USF,SQF, ,0,,,9,,,579.3406372,,1,42,3649348.786,10305.10136
27744,1931,CA,USF,SQF, ,0,,,9,,,24.12351227,,1,44,149907.2925,1497.994552
27745,1931,CA,USF,SQF, ,0,,,9,,,175.618988,,1,43,1083049.423,6018.86203
27746,1931,CA,USF,SQF, ,0,,,9,,,329.3269043,,1,30,2036169.498,7870.703349
27747,1931,CA,USF,SQF, ,0,,,9,,,92.15209961,,1,34,566297.562,3281.934315
27748,1931,CA,USF,SQF, ,0,,,9,,,2001.516846,,1,23,12264413.46,17684.40142
27749,1931,CA,USF,SQF, ,0,,,9,,,503.6936951,,1,36,3077513.522,7853.73659
27750,1931,CA,USF,CNF, ,0,,,9,,,469.8530579,,1,11,2703831.54,9196.225814
27751,1931,CA,USF,CNF, ,0,,,9,,,381.8732605,,1,12,2196919.451,7829.841747
27752,1931,CA,USF,LNF, ,0,,,14,,,424.3556824,,1,129,2980094.9,9278.763647
27753,1931,CA,USF,LNF, ,0,,,14,,,285.9905396,,1,149,2005893.357,6441.23789
27754,1931,CA,USF,LNF, ,0,,,14,,,180.9262695,,1,297,1248434.829,4614.387604
27755,1931,CA,USF,MDF, ,0,,,9,,,2919.0271,,1,82,20937437.02,26786.95818
27756,1931,CA,USF,MDF, ,0,,,9,,,48.75695419,,1,83,349629.5564,2441.870158
27757,1931,CA,USF,MDF, ,0,,,9,,,28.13378334,,1,69,202336.7034,1894.875722
27758,1931,CA,USF,MDF, ,0,,,9,,,22.65383339,,1,64,162866.7959,1630.404545
27759,1931,CA,USF,MDF, ,0,,,9,,,9.49389935,,1,2,68196.27688,1027.200982
27760,1931,CA,USF,MDF, ,0,,,9,,,182.2397308,,1,45,1300501.47,5558.979968
27761,1931,CA,USF,MDF, ,0,,,9,,,596.8847656,,1,21,4279083.645,10569.31713
27762,1931,CA,USF,MDF, ,0,,,9,,,663.996582,,1,48,4754377.055,10847.32896
27763,1931,CA,USF,MDF, ,0,,,9,,,3373.116943,,1,63,23948453.95,23932.96433
27764,1931,CA,USF,MDF,GREAT NORTHE,0,1931/04/09 00:00:00+00,,9,,,156.5720062,,1,1,1135965.927,10008.0632
27765,1931,CA,USF,MDF,LONG BELL 2,0,1931/07/18 00:00:00+00,,9,,,1747.529785,,1,49,12638674.39,17807.53923
27766,1931,CA,USF,MDF,CAMP#42,0,1931/08/08 00:00:00+00,,9,,,7.70258999,,1,66,55966.67213,996.6999418
27767,1931,CA,USF,MDF,SUGAR HILL,0,1931/07/19 00:00:00+00,,9,,,375.5247803,,1,37,2739927.947,7747.068898
27768,1931,CA,USF,MDF,CAMP 1,0,1931/08/11 00:00:00+00,,9,,,449.9457092,,1,70,3217359.182,9165.806512
27769,1931,CA,USF,MDF,FANDANGO PS,0,1931/08/30 00:00:00+00,,9,,,349.9846191,,1,79,2551338.962,8400.026537
27770,1931,CA,USF,SRF,SAVORUM MOUNTAIN,0,1931/04/20 00:00:00+00,,5,,,7.96599674,,1,200284,57108.18975,848.2181366
27771,1931,CA,USF,SRF,WILDER CREEK,0,1931/05/22 00:00:00+00,,5,,,4.97883606,,1,200285,35788.89666,671.4790802
27772,1931,CA,USF,SRF,MOSQUITO GULCH #2,0,1931/06/04 00:00:00+00,,5,,,9.45981216,,1,200286,67946.68422,925.2134993
27773,1931,CA,USF,SRF,F. OF PEARCH CR #1,0,1931/07/15 00:00:00+00,,5,,,2.98742676,,1,200288,21445.599,519.7894363
27774,1931,CA,USF,SRF,F. OF PEARCH CR #2,0,1931/07/15 00:00:00+00,,5,,,5.97437525,,1,200289,42885.78437,735.0470593
27775,1931,CA,USF,SRF,DEVILS CANYON,0,1931/04/11 00:00:00+00,,5,,,24.8950386,,1,300014,176701.9207,1492.034929
27776,1944,CA,USF,LNF, ,0,,,14,,,515.4783936,,1,26,3663085.774,9982.922439
27777,1944,CA,USF,TOI, ,0,,,14,,,441.6716309,,1,0,3008048.504,8040.883156
27778,1944,NV,USF,TOI, ,0,,,14,,,75.33325958,,1,0,508151.5957,2830.658524
27779,1944,NV,USF,TOI, ,0,,,14,,,216.1947632,,1,0,1436997.456,4958.93018
27780,1944,CA,CDF,MEU,IRONLES #2,0,1944/08/27 00:00:00+00,,14,,,9537.259766,,1,11,64803374.87,42673.37611
27781,1944,CA,CDF,MEU,TASHALA,0,1944/09/26 00:00:00+00,,14,,,1717.93811,,1,169,11692540.8,13807.88943
27782,1944,CA,CDF,MEU,WILLOW BROOK RANCH,0,1944/10/27 00:00:00+00,,14,,,369.8197327,,1,201,2516629.046,6443.158007
27783,1944,CA,CDF,MEU,FOSTER MOUNTAIN,0,1944/09/05 00:00:00+00,,14,,,6990.430664,,1,132,47520603.4,37891.23039
27784,1944,CA,CDF,MEU,BERRY CREEK,0,1944/09/11 00:00:00+00,,14,,,1130.945313,,1,144,7679639.429,10748.59598
27785,1944,CA,CDF,MEU,BAECHTEL CREEK,0,1944/09/26 00:00:00+00,,14,,,704.7536621,,1,168,4779810.003,9153.934141
27786,1944,CA,CDF,MEU,ALASKA RIDGE,0,1944/09/22 00:00:00+00,,14,,,6151.589844,,1,202,41423499.69,32353.39017
27787,1944,CA,CDF,MEU,SLEEPY HOLLOW,0,1944/06/20 00:00:00+00,,14,,,625.7406006,,1,97,4260592.24,11646.77854
27788,1944,CA,CDF,MEU,ZEAL,0,1944/09/03 00:00:00+00,,14,,,3821.855469,,1,129,25562504.67,23082.6514
27789,1944,CA,CDF,MEU,HAINES,0,1944/09/20 00:00:00+00,,14,,,334.539093,,1,160,2241656.559,6382.149656
27790,1944,CA,CDF,MEU,CHRISTINE WOODS,0,1944/08/28 00:00:00+00,,14,,,614.2208252,,1,111,4133821.835,9134.25197
27791,1944,CA,CDF,MEU,COLD SPRINGS,0,1944/09/05 00:00:00+00,,14,,,5282.92334,,1,133,35462452.8,29473.55439
27792,1944,CA,CDF,MEU,THOMPSON,0,1944/09/13 00:00:00+00,,14,,,613.2540283,,1,151,4196190.438,7772.994705
27793,1944,CA,CDF,MEU,ROCK PORT,0,1944/09/11 00:00:00+00,,14,,,1687.530151,,1,147,11568501.86,20618.8105
27794,1944,CA,CDF,MEU,ANDERSON CREEK,0,1944/09/30 00:00:00+00,,14,,,75.47333527,,1,178,506814.943,3081.696305
27795,1944,CA,USF,MDF,HOWARDS GULCH,0,1944/08/28 00:00:00+00,,9,,,111.0217209,,1,86,801050.5722,5383.240928
27796,1957,CA,USF,BDF, ,0,,,14,,,155.1832123,,1,0,919525.9275,4566.164987
27797,1962,CA,CCO,VNC,BLACK MOUNTAIN,0,1962/08/14 00:00:00+00,,14,,,485.4881897,,1,0,2895195.599,6983.337051
27798,1996,CA,CDF,FKU,TRIMMER 2,32476,1996/08/17 00:00:00+00,1996/08/19 00:00:00+00,7,,5607,6147.728516,8,1,81,38969495.46,34944.30241
27799,1996,CA,CDF,FKU,TRIMMER,32476,1996/07/28 00:00:00+00,,10,,,223.5526886,,1,184,1415648.498,5250.082974
